# warthog xy Energy graph 
# this file is formatted as follows: [header data] [node data] [edge data] 
# header format: nodes [number of nodes] edges [number of edges]  
# node data format: v [id] [x] [y] [elevation] 
# edge data format: e [from_node_id] [to_node_id] [length] [1000 - height_gain] [popularity] [street_width] [100*random] 
# 
# 32bit integer values are used throughout. 
# Identifiers are all zero indexed. 
# 
nodes 16516 edges 33111 objectives 2 
e 8896 8894 9 1000 
e 8896 8898 7 998 
e 8896 15761 87 998 
e 8897 8895 8 1000 
e 8897 7826 68 991 
e 8898 548 8 1000 
e 8898 15758 79 998 
e 8899 7233 10 1000 
e 8899 8901 66 1000 
e 8900 15761 6 1000 
e 8900 15760 8 1000 
e 8901 7494 6 1000 
e 8901 7234 11 1000 
e 8902 547 14 994 
e 8902 13888 63 1000 
e 8903 12923 9 1000 
e 8903 14218 64 1000 
e 8903 12924 11 998 
e 8904 7844 9 997 
e 8904 14173 28 997 
e 8905 5753 3 1000 
e 8905 4107 141 992 
e 8906 7792 15 1000 
e 8906 8907 48 1000 
e 8906 8907 22 1000 
e 8907 8906 48 1000 
e 8907 8906 22 1000 
e 8907 3287 14 1000 
e 8908 5383 18 1000 
e 8909 5383 117 999 
e 8910 5061 325 1000 
e 8911 14148 148 961 
e 8911 9657 24 1000 
e 8912 12704 23 1000 
e 8912 2315 35 999 
e 8913 8914 15 997 
e 8913 8890 26 986 
e 8914 11587 131 995 
e 8914 8913 15 1000 
e 8914 8915 99 997 
e 8915 8914 99 1000 
e 8916 7375 19 982 
e 8916 15850 27 998 
e 8917 8918 27 1000 
e 8917 8919 42 1000 
e 8918 8916 30 992 
e 8918 8919 7 1000 
e 8919 8918 7 998 
e 8919 7374 26 1000 
e 8920 8926 62 1000 
e 8920 8927 87 1000 
e 8921 8924 61 1000 
e 8922 8923 58 1000 
e 8922 9658 23 987 
e 8923 8922 58 981 
e 8923 7277 7 999 
e 8923 11598 73 1000 
e 8924 7277 11 999 
e 8924 8926 19 1000 
e 8924 8921 61 985 
e 8925 8927 62 1000 
e 8925 7273 167 977 
e 8926 8924 19 998 
e 8926 8927 19 1000 
e 8926 8920 62 984 
e 8927 8926 19 1000 
e 8927 8925 62 991 
e 8927 8920 87 983 
e 8928 13067 22 998 
e 8928 5434 22 1000 
e 8929 2370 13 1000 
e 8930 3423 71 986 
e 8930 10004 74 985 
e 8931 8930 18 997 
e 8931 8932 21 998 
e 8932 5438 38 1000 
e 8933 5439 2 1000 
e 8934 7906 28 993 
e 8934 8315 5 1000 
e 8934 8935 33 994 
e 8935 8937 6 1000 
e 8935 8934 33 1000 
e 8936 8937 59 1000 
e 8937 7906 17 999 
e 8938 11816 43 1000 
e 8938 489 133 1000 
e 8938 8939 87 974 
e 8939 8938 87 1000 
e 8940 3981 93 982 
e 8940 14262 38 1000 
e 8940 7251 109 1000 
e 8940 3560 288 972 
e 8941 8221 47 1000 
e 8942 8943 127 1000 
e 8943 15671 138 1000 
e 8944 14943 5 1000 
e 8944 14658 6 1000 
e 8944 14667 26 1000 
e 8945 14850 11 1000 
e 8945 5553 337 957 
e 8946 1589 16 1000 
e 8946 5551 383 1000 
e 8947 6753 41 1000 
e 8948 1256 118 976 
e 8948 13034 138 1000 
e 8949 11748 10 1000 
e 8949 6828 2 1000 
e 8950 9304 7 1000 
e 8950 9302 6 999 
e 8951 6540 278 1000 
e 8951 7506 43 987 
e 8951 4834 118 1000 
e 8952 14960 5 1000 
e 8952 13756 5 1000 
e 8952 10691 28 1000 
e 8953 3973 130 1000 
e 8953 10238 169 984 
e 8954 8330 14 997 
e 8954 3977 56 1000 
e 8954 10903 59 1000 
e 8955 3870 43 992 
e 8955 3569 85 1000 
e 8955 10717 128 1000 
e 8956 1353 173 1000 
e 8957 4925 15 1000 
e 8957 4707 219 960 
e 8957 13075 71 1000 
e 8958 1888 27 1000 
e 8959 2079 67 998 
e 8959 8229 92 987 
e 8959 12722 88 1000 
e 8960 151 20 1000 
e 8960 8216 476 1000 
e 8960 10385 227 772 
e 8961 10385 51 977 
e 8962 25 48 1000 
e 8962 21 195 913 
e 8962 18 73 999 
e 8963 74 46 989 
e 8963 13573 19 1000 
e 8964 6098 45 996 
e 8964 3549 50 997 
e 8965 15027 101 1000 
e 8965 15068 120 988 
e 8965 10485 19 1000 
e 8966 10929 91 995 
e 8967 1165 14 1000 
e 8967 9056 20 1000 
e 8967 11769 61 994 
e 8968 1676 118 996 
e 8968 7920 161 1000 
e 8968 10393 71 986 
e 8969 1677 23 1000 
e 8969 1676 42 1000 
e 8970 7917 253 987 
e 8970 9161 12 1000 
e 8971 15951 5 1000 
e 8971 7699 21 1000 
e 8971 8972 12 999 
e 8972 15926 5 1000 
e 8972 15935 30 1000 
e 8972 8971 12 1000 
e 8973 1669 6 1000 
e 8973 8975 7 1000 
e 8973 8974 8 998 
e 8974 8973 8 1000 
e 8974 6303 13 1000 
e 8974 15935 40 997 
e 8975 8973 7 1000 
e 8976 2380 25 968 
e 8977 8986 77 946 
e 8977 8985 5 1000 
e 8978 8977 11 1000 
e 8979 8982 50 965 
e 8979 8978 9 993 
e 8980 12466 100 1000 
e 8980 8984 5 998 
e 8981 9159 237 1000 
e 8981 8980 9 999 
e 8982 8983 39 979 
e 8982 8978 48 1000 
e 8983 8982 39 1000 
e 8983 4776 96 949 
e 8983 4777 93 955 
e 8984 2096 66 980 
e 8984 8979 7 998 
e 8985 2395 86 1000 
e 8985 8981 10 1000 
e 8986 4907 17 998 
e 8986 8977 77 1000 
e 8986 2379 109 931 
e 8987 16048 12 995 
e 8987 8989 172 1000 
e 8987 15476 55 1000 
e 8988 4610 30 1000 
e 8988 4895 60 1000 
e 8989 8987 172 959 
e 8990 12965 205 1000 
e 8991 11571 423 1000 
e 8991 897 258 1000 
e 8991 10274 30 1000 
e 8992 10800 246 933 
e 8993 819 8 1000 
e 8993 9424 58 1000 
e 8994 7674 5 999 
e 8994 1674 15 1000 
e 8995 4115 162 1000 
e 8995 8461 60 1000 
e 8995 11788 145 1000 
e 8996 12574 11 998 
e 8996 4505 13 1000 
e 8997 9001 53 997 
e 8997 9001 75 997 
e 8998 14554 88 1000 
e 8998 14191 21 998 
e 8999 11352 12 1000 
e 8999 9564 18 996 
e 9000 9065 34 999 
e 9000 10489 202 998 
e 9000 8461 17 1000 
e 9001 5108 296 992 
e 9001 9069 15 1000 
e 9002 6123 28 996 
e 9002 3014 24 994 
e 9003 4768 28 1000 
e 9003 9002 31 1000 
e 9004 6126 9 1000 
e 9004 6123 19 1000 
e 9005 11540 18 1000 
e 9005 11538 106 1000 
e 9005 16355 58 991 
e 9006 11535 16 998 
e 9007 6954 175 979 
e 9007 9011 11 1000 
e 9008 13322 108 1000 
e 9008 9009 14 999 
e 9009 9007 17 1000 
e 9010 9005 17 1000 
e 9011 9321 67 992 
e 9011 1699 13 1000 
e 9012 14859 10 1000 
e 9012 6947 12 999 
e 9013 9008 12 1000 
e 9013 10337 21 991 
e 9014 7928 16 997 
e 9015 5107 66 1000 
e 9016 9019 28 991 
e 9017 9018 86 1000 
e 9018 9019 21 994 
e 9018 9114 34 1000 
e 9018 9017 86 1000 
e 9019 9018 21 1000 
e 9019 9016 28 1000 
e 9019 13550 10 1000 
e 9020 5109 52 995 
e 9020 9015 28 1000 
e 9020 8464 47 993 
e 9021 6880 4 997 
e 9021 6881 279 1000 
e 9022 275 14 1000 
e 9022 11469 37 997 
e 9023 11787 185 982 
e 9023 9024 45 1000 
e 9023 9025 17 1000 
e 9024 6312 15 1000 
e 9024 10490 153 1000 
e 9025 9062 51 990 
e 9025 8419 199 1000 
e 9025 9023 17 998 
e 9026 9030 193 1000 
e 9026 9161 96 1000 
e 9026 7918 34 996 
e 9027 9028 29 1000 
e 9028 11654 41 995 
e 9028 11659 42 999 
e 9029 14521 33 999 
e 9030 9031 18 1000 
e 9031 8423 79 992 
e 9031 8424 96 1000 
e 9032 7925 22 998 
e 9032 13700 15 1000 
e 9033 9035 144 926 
e 9033 7922 19 998 
e 9034 7926 26 994 
e 9034 7924 10 1000 
e 9035 4581 11 997 
e 9035 10045 111 1000 
e 9036 15461 11 998 
e 9036 3344 53 1000 
e 9037 3345 8 1000 
e 9038 1693 9 1000 
e 9039 10433 24 1000 
e 9039 10231 51 987 
e 9039 9040 18 1000 
e 9040 9039 18 976 
e 9041 4608 14 1000 
e 9042 4364 14 1000 
e 9042 4357 40 982 
e 9043 1199 12 1000 
e 9043 9044 29 1000 
e 9043 11833 51 994 
e 9044 9045 11 997 
e 9044 9043 29 1000 
e 9045 9044 11 1000 
e 9045 9046 86 977 
e 9046 9045 112 1000 
e 9046 13971 11 1000 
e 9047 282 23 997 
e 9047 283 47 1000 
e 9048 2417 44 975 
e 9048 9049 69 972 
e 9049 9048 69 1000 
e 9050 10513 58 1000 
e 9050 4942 149 999 
e 9051 450 19 999 
e 9052 11943 32 1000 
e 9053 9055 21 998 
e 9054 97 29 1000 
e 9055 12526 42 1000 
e 9056 8966 16 999 
e 9057 9058 52 1000 
e 9057 300 16 997 
e 9058 9059 16 999 
e 9059 6197 52 993 
e 9059 6195 66 994 
e 9060 8060 17 998 
e 9061 12278 19 997 
e 9062 9025 51 1000 
e 9062 9064 14 1000 
e 9062 4505 139 1000 
e 9064 9062 14 1000 
e 9064 9063 73 1000 
e 9065 9067 53 1000 
e 9065 9068 149 997 
e 9066 9067 39 1000 
e 9067 8997 64 1000 
e 9069 10797 53 989 
e 9069 10797 69 989 
e 9069 10792 51 1000 
e 9070 4874 21 994 
e 9070 14169 88 998 
e 9070 10429 18 996 
e 9071 7182 35 989 
e 9071 8150 74 1000 
e 9071 3771 86 1000 
e 9072 5808 224 1000 
e 9073 3868 151 741 
e 9074 3011 45 978 
e 9075 9076 31 1000 
e 9076 9077 78 1000 
e 9076 9075 31 980 
e 9076 11715 31 980 
e 9077 9079 23 1000 
e 9077 9078 17 1000 
e 9077 9076 78 993 
e 9078 9080 25 1000 
e 9078 9077 17 1000 
e 9078 3022 18 1000 
e 9079 9077 23 980 
e 9080 9078 25 981 
e 9081 3022 29 989 
e 9082 9083 16 998 
e 9082 15923 21 1000 
e 9082 3030 24 1000 
e 9083 9082 16 1000 
e 9083 9084 17 998 
e 9083 9086 31 1000 
e 9084 9083 17 1000 
e 9084 9085 17 1000 
e 9085 3023 15 1000 
e 9085 9087 31 1000 
e 9085 9084 17 1000 
e 9086 9083 31 981 
e 9087 9085 31 978 
e 9088 9089 16 1000 
e 9088 9092 43 1000 
e 9088 3011 47 1000 
e 9089 9088 16 998 
e 9089 9090 16 1000 
e 9089 9093 44 1000 
e 9090 9089 16 997 
e 9090 9091 17 1000 
e 9090 9095 57 1000 
e 9091 9096 54 1000 
e 9091 9090 17 1000 
e 9091 4684 15 999 
e 9092 9088 43 977 
e 9093 9089 44 981 
e 9094 15906 87 1000 
e 9095 9090 57 983 
e 9096 9091 54 987 
e 9097 5812 214 1000 
e 9098 15345 176 953 
e 9098 3844 152 1000 
e 9098 13068 207 955 
e 9098 7655 134 966 
e 9099 10660 270 1000 
e 9100 10121 97 1000 
e 9101 4706 68 970 
e 9101 14674 49 986 
e 9102 7253 33 1000 
e 9102 905 111 992 
e 9102 7252 36 999 
e 9103 16038 50 998 
e 9103 9104 73 999 
e 9104 9103 73 1000 
e 9105 8998 16 1000 
e 9106 10345 16 997 
e 9106 15207 133 996 
e 9107 15783 8 994 
e 9107 5314 86 981 
e 9107 5315 145 1000 
e 9107 14020 112 1000 
e 9108 7767 18 983 
e 9108 14458 21 1000 
e 9108 9760 17 1000 
e 9109 5315 9 992 
e 9109 16364 18 998 
e 9110 8969 20 995 
e 9110 9160 10 1000 
e 9111 9112 33 1000 
e 9112 4498 13 987 
e 9112 9113 35 995 
e 9112 9111 33 984 
e 9113 9112 35 1000 
e 9114 9018 34 997 
e 9114 7931 189 988 
e 9114 9015 15 999 
e 9115 4521 49 990 
e 9116 2632 4 1000 
e 9116 14164 43 983 
e 9116 9117 47 987 
e 9117 9116 47 1000 
e 9118 9123 99 975 
e 9118 9120 53 981 
e 9118 822 25 1000 
e 9119 9120 84 1000 
e 9120 9119 84 975 
e 9120 9118 53 1000 
e 9120 5446 60 985 
e 9121 9124 78 1000 
e 9122 4 53 1000 
e 9123 9118 99 1000 
e 9124 9121 78 968 
e 9124 4 68 1000 
e 9124 822 42 981 
e 9125 14492 18 1000 
e 9126 10148 67 990 
e 9126 4143 150 998 
e 9127 16468 746 1000 
e 9127 13664 98 985 
e 9127 2603 68 979 
e 9128 2254 8 1000 
e 9128 8568 280 1000 
e 9128 13878 75 990 
e 9129 10671 77 1000 
e 9129 2265 9 999 
e 9129 8567 86 1000 
e 9129 11626 19 996 
e 9130 744 24 1000 
e 9131 4928 17 997 
e 9132 3482 22 1000 
e 9132 3483 10 1000 
e 9132 9135 9 1000 
e 9132 9136 49 1000 
e 9133 9134 19 1000 
e 9134 9133 19 1000 
e 9134 4023 15 999 
e 9135 9135 53 1000 
e 9135 9135 53 1000 
e 9135 9132 9 1000 
e 9136 9132 49 998 
e 9137 9138 22 1000 
e 9138 9137 22 1000 
e 9138 4019 13 1000 
e 9138 4024 69 1000 
e 9139 14915 1 1000 
e 9139 5474 41 1000 
e 9140 14226 13 1000 
e 9141 6807 35 983 
e 9141 5094 591 998 
e 9142 7666 545 1000 
e 9142 7713 321 1000 
e 9143 9144 9 991 
e 9144 9143 9 1000 
e 9144 5701 65 950 
e 9145 9238 59 973 
e 9145 2659 102 987 
e 9146 9147 18 1000 
e 9147 9149 84 1000 
e 9147 925 60 1000 
e 9147 9146 18 998 
e 9148 9149 18 1000 
e 9149 9147 84 1000 
e 9149 924 141 999 
e 9149 9148 18 995 
e 9150 1472 32 1000 
e 9150 1470 63 1000 
e 9150 11162 49 1000 
e 9151 9152 59 992 
e 9152 8119 22 989 
e 9152 9151 59 1000 
e 9153 2027 28 1000 
e 9153 2023 46 948 
e 9153 1858 139 946 
e 9154 7985 161 938 
e 9155 3773 12 997 
e 9155 13833 41 1000 
e 9156 15419 123 1000 
e 9156 13067 25 1000 
e 9156 13066 33 1000 
e 9157 11264 8 1000 
e 9157 9158 21 992 
e 9157 9158 220 992 
e 9158 9157 21 1000 
e 9158 9157 220 1000 
e 9158 641 89 988 
e 9159 12466 204 933 
e 9159 15475 22 1000 
e 9160 10389 33 992 
e 9161 9026 96 996 
e 9161 9110 10 1000 
e 9162 9163 53 1000 
e 9162 9628 314 1000 
e 9163 9162 53 1000 
e 9163 9164 31 1000 
e 9163 9166 114 998 
e 9163 14625 64 997 
e 9164 9165 9 999 
e 9164 245 63 1000 
e 9165 9164 9 1000 
e 9165 8090 143 995 
e 9165 9163 28 1000 
e 9166 9163 114 1000 
e 9167 9166 172 1000 
e 9167 9166 73 1000 
e 9168 12821 3 998 
e 9168 11798 4 1000 
e 9168 3907 40 1000 
e 9169 9233 4 998 
e 9169 7073 8 1000 
e 9169 9635 91 979 
e 9170 9171 87 996 
e 9170 9172 155 1000 
e 9172 16000 27 998 
e 9172 10650 36 1000 
e 9173 5755 57 952 
e 9173 9174 134 920 
e 9174 9173 134 1000 
e 9174 4102 176 1000 
e 9175 3510 69 984 
e 9176 7490 7 1000 
e 9176 11711 43 999 
e 9177 13052 76 1000 
e 9177 79 46 1000 
e 9178 3435 96 939 
e 9179 9178 50 982 
e 9179 3439 72 1000 
e 9180 7967 150 930 
e 9181 9594 17 999 
e 9181 7793 11 1000 
e 9182 4870 11 1000 
e 9182 11523 66 1000 
e 9183 10490 67 1000 
e 9183 9184 65 992 
e 9184 6311 287 996 
e 9184 7917 121 987 
e 9184 9183 65 1000 
e 9185 9186 79 1000 
e 9186 7335 10 999 
e 9187 1794 62 1000 
e 9187 1775 101 1000 
e 9187 9188 122 957 
e 9188 9187 122 1000 
e 9189 9190 13 1000 
e 9190 4709 84 1000 
e 9190 4710 26 997 
e 9190 9189 13 1000 
e 9191 9192 52 995 
e 9192 14155 14 996 
e 9192 1827 29 1000 
e 9192 9191 52 1000 
e 9193 14620 12 990 
e 9193 10025 37 1000 
e 9194 14620 54 1000 
e 9194 14617 96 986 
e 9195 1878 178 1000 
e 9195 9196 135 991 
e 9195 10420 155 1000 
e 9196 16102 41 995 
e 9196 9195 135 1000 
e 9197 4689 59 1000 
e 9197 4688 9 998 
e 9198 13246 17 995 
e 9198 9199 122 979 
e 9198 5425 34 1000 
e 9199 9198 122 1000 
e 9200 10562 9 1000 
e 9200 10611 49 1000 
e 9200 1846 21 997 
e 9201 1848 91 955 
e 9202 1872 40 999 
e 9202 12106 120 986 
e 9202 9203 30 999 
e 9203 9202 30 1000 
e 9204 12533 8 1000 
e 9204 12107 67 986 
e 9205 1777 61 1000 
e 9206 9206 188 1000 
e 9206 9206 188 1000 
e 9206 8565 31 1000 
e 9207 11747 58 996 
e 9207 8607 22 1000 
e 9207 9209 18 997 
e 9208 5316 9 997 
e 9208 6821 11 1000 
e 9208 379 106 963 
e 9209 8606 40 995 
e 9209 3672 25 994 
e 9209 9207 18 1000 
e 9210 12676 11 1000 
e 9210 5766 7 1000 
e 9210 12670 14 1000 
e 9211 10908 31 1000 
e 9211 13121 20 1000 
e 9212 1953 30 1000 
e 9212 9214 21 999 
e 9213 9214 71 1000 
e 9214 9213 71 985 
e 9214 9212 21 1000 
e 9214 8697 421 1000 
e 9215 9216 82 1000 
e 9216 9263 127 948 
e 9216 9215 82 941 
e 9217 9218 42 1000 
e 9218 9217 42 968 
e 9218 1480 81 1000 
e 9219 9278 185 1000 
e 9219 7998 27 1000 
e 9220 4906 27 1000 
e 9220 3763 101 947 
e 9220 8151 116 935 
e 9222 457 35 1000 
e 9223 11803 72 1000 
e 9224 11803 6 998 
e 9224 3912 71 965 
e 9224 9226 65 1000 
e 9225 11794 93 1000 
e 9226 11794 6 1000 
e 9226 12387 18 1000 
e 9226 9224 65 979 
e 9227 12973 52 999 
e 9227 16202 12 1000 
e 9228 9227 24 999 
e 9229 16195 11 1000 
e 9230 9228 27 995 
e 9231 11667 32 994 
e 9231 3963 83 984 
e 9232 9233 61 1000 
e 9232 7074 20 997 
e 9232 7072 15 1000 
e 9233 9169 4 1000 
e 9233 7072 42 994 
e 9234 10770 8 1000 
e 9234 10769 234 988 
e 9235 13018 8 1000 
e 9235 11502 24 1000 
e 9235 10770 76 992 
e 9236 13018 7 1000 
e 9236 9236 143 1000 
e 9236 9236 143 1000 
e 9237 2541 227 975 
e 9237 5034 479 955 
e 9237 10497 75 882 
e 9238 2541 166 843 
e 9238 9145 59 1000 
e 9238 9239 43 959 
e 9239 9238 43 1000 
e 9240 3168 26 998 
e 9240 9241 6 999 
e 9241 15119 17 997 
e 9241 9240 6 1000 
e 9241 9242 17 997 
e 9242 3169 14 1000 
e 9243 3170 112 988 
e 9244 16198 15 1000 
e 9245 16203 44 1000 
e 9245 7892 167 1000 
e 9246 5381 12 999 
e 9246 9248 41 999 
e 9247 8738 386 877 
e 9247 5382 46 994 
e 9248 10128 6 1000 
e 9248 9249 94 972 
e 9248 9246 41 1000 
e 9249 9248 94 1000 
e 9250 9251 57 990 
e 9250 1923 115 960 
e 9250 1926 93 1000 
e 9251 9250 57 1000 
e 9252 9254 28 993 
e 9252 9253 31 987 
e 9252 15078 114 1000 
e 9253 9252 31 1000 
e 9254 9252 28 1000 
e 9254 9255 31 994 
e 9254 9256 29 993 
e 9255 9254 31 1000 
e 9256 9257 31 995 
e 9256 1468 74 990 
e 9256 9254 29 1000 
e 9257 9256 31 1000 
e 9258 897 525 1000 
e 9258 898 215 1000 
e 9259 16191 57 1000 
e 9260 1762 88 1000 
e 9260 9261 135 988 
e 9260 1763 70 988 
e 9261 9260 135 1000 
e 9262 11063 4 1000 
e 9262 10578 280 1000 
e 9263 9264 18 977 
e 9263 1473 33 980 
e 9264 9263 18 1000 
e 9265 9267 58 940 
e 9265 1473 32 1000 
e 9265 9266 44 1000 
e 9266 9265 44 993 
e 9267 9268 37 986 
e 9267 15752 15 988 
e 9267 9265 58 1000 
e 9268 9267 37 1000 
e 9269 9270 94 1000 
e 9269 7337 146 948 
e 9269 8217 59 1000 
e 9270 9269 94 904 
e 9271 9272 72 1000 
e 9271 9272 85 1000 
e 9271 9272 96 1000 
e 9271 1476 25 991 
e 9272 9271 72 973 
e 9272 9271 96 973 
e 9272 9271 85 973 
e 9273 1474 3 1000 
e 9273 9274 18 1000 
e 9273 1475 119 984 
e 9274 9273 18 997 
e 9274 9275 15 1000 
e 9274 10461 59 1000 
e 9275 9275 99 1000 
e 9275 9275 99 1000 
e 9275 9274 15 995 
e 9276 3741 22 1000 
e 9276 14242 43 1000 
e 9277 9278 35 971 
e 9278 9219 185 948 
e 9278 7997 12 1000 
e 9278 9277 35 1000 
e 9279 1714 18 998 
e 9279 12172 57 988 
e 9279 9280 18 999 
e 9280 1262 19 998 
e 9280 1713 19 1000 
e 9280 9279 18 1000 
e 9281 8380 178 1000 
e 9281 11807 5 1000 
e 9282 9281 5 1000 
e 9283 8132 40 1000 
e 9284 9286 46 998 
e 9284 9285 24 1000 
e 9285 10072 5 1000 
e 9285 11322 3 1000 
e 9285 9284 24 998 
e 9286 9284 77 1000 
e 9287 1799 35 1000 
e 9288 9289 24 1000 
e 9289 9288 24 1000 
e 9289 6741 81 1000 
e 9290 8184 112 972 
e 9290 8184 150 972 
e 9291 9292 20 1000 
e 9291 10131 54 954 
e 9292 1978 68 1000 
e 9293 1981 11 1000 
e 9293 9292 78 1000 
e 9294 9293 163 919 
e 9294 6114 16 987 
e 9295 9297 26 1000 
e 9295 3536 31 1000 
e 9295 9296 131 991 
e 9296 9295 131 1000 
e 9297 9295 26 1000 
e 9298 3536 122 995 
e 9298 9299 92 995 
e 9299 9298 92 1000 
e 9300 1253 7 999 
e 9301 1258 111 1000 
e 9301 9427 210 975 
e 9302 8949 185 1000 
e 9302 11748 186 1000 
e 9303 9304 32 998 
e 9303 9305 15 1000 
e 9304 6382 95 1000 
e 9304 9303 32 1000 
e 9305 9306 149 995 
e 9305 3953 41 997 
e 9305 9303 15 999 
e 9306 9305 149 1000 
e 9306 884 33 999 
e 9306 11750 19 998 
e 9307 2464 6 1000 
e 9308 2466 3 1000 
e 9309 11038 61 991 
e 9310 2625 135 885 
e 9310 9634 167 1000 
e 9311 9312 11 996 
e 9311 14675 44 1000 
e 9311 3773 62 1000 
e 9312 9311 11 1000 
e 9312 3700 250 957 
e 9312 3625 72 997 
e 9313 9311 50 982 
e 9313 9312 46 978 
e 9314 9313 17 994 
e 9314 3773 11 1000 
e 9315 9849 70 1000 
e 9315 9314 68 969 
e 9316 4549 11 996 
e 9317 4402 68 1000 
e 9317 9966 44 1000 
e 9317 9978 206 1000 
e 9317 9967 358 1000 
e 9319 9320 35 977 
e 9319 9320 171 977 
e 9319 3542 19 1000 
e 9320 9319 35 1000 
e 9320 13830 16 993 
e 9321 9322 13 999 
e 9321 9323 97 997 
e 9322 9324 116 994 
e 9322 9323 108 998 
e 9323 7465 49 996 
e 9324 14104 14 1000 
e 9325 13752 16 999 
e 9325 13776 12 1000 
e 9326 9327 86 1000 
e 9327 9328 155 1000 
e 9329 9330 9 1000 
e 9330 9331 22 998 
e 9330 248 95 1000 
e 9331 9332 9 1000 
e 9331 7119 73 1000 
e 9332 7962 179 1000 
e 9332 7959 11 1000 
e 9333 8237 27 1000 
e 9333 9335 18 1000 
e 9334 8235 10 1000 
e 9335 8235 8 1000 
e 9335 8237 24 1000 
e 9335 9333 18 1000 
e 9336 4035 21 1000 
e 9336 4025 16 1000 
e 9337 4025 3 1000 
e 9337 9338 38 1000 
e 9338 4032 16 1000 
e 9338 9337 38 1000 
e 9339 2316 23 1000 
e 9339 8236 24 1000 
e 9340 6336 6 1000 
e 9340 11583 119 960 
e 9341 843 148 1000 
e 9341 5466 260 926 
e 9342 5465 502 1000 
e 9342 6336 55 973 
e 9343 9344 154 1000 
e 9343 12129 75 1000 
e 9343 13533 63 1000 
e 9344 9343 154 988 
e 9345 461 74 983 
e 9345 443 68 1000 
e 9346 6532 17 988 
e 9346 8520 25 1000 
e 9346 14110 19 1000 
e 9347 6531 21 996 
e 9348 2025 169 826 
e 9349 14712 70 1000 
e 9350 2021 167 1000 
e 9350 2030 235 860 
e 9351 2023 227 923 
e 9352 14264 229 845 
e 9353 8701 46 1000 
e 9353 6590 18 997 
e 9354 8488 32 1000 
e 9354 2628 84 933 
e 9355 6583 69 999 
e 9356 11161 35 1000 
e 9356 12218 64 1000 
e 9357 10220 34 1000 
e 9358 11583 40 1000 
e 9358 803 5 1000 
e 9359 11583 21 998 
e 9359 9360 113 1000 
e 9360 9362 16 990 
e 9361 5467 10 1000 
e 9361 804 15 1000 
e 9362 9361 19 988 
e 9362 9360 207 1000 
e 9363 1746 60 1000 
e 9364 2357 91 990 
e 9364 10297 29 1000 
e 9365 5224 10 1000 
e 9366 2506 6 999 
e 9366 13624 74 1000 
e 9367 9368 42 1000 
e 9367 13624 28 997 
e 9367 2504 63 1000 
e 9368 9367 42 995 
e 9369 1780 159 978 
e 9370 9372 45 1000 
e 9371 9372 74 1000 
e 9372 9370 45 963 
e 9372 9373 11 998 
e 9372 9371 74 991 
e 9373 9372 11 1000 
e 9373 9462 96 1000 
e 9374 9375 131 987 
e 9375 7673 107 991 
e 9375 9374 131 1000 
e 9376 9160 37 1000 
e 9377 8865 143 940 
e 9377 9644 424 987 
e 9377 6001 130 996 
e 9378 8865 9 1000 
e 9378 8864 228 821 
e 9379 9380 107 999 
e 9380 9381 77 1000 
e 9380 9379 107 1000 
e 9381 9382 34 1000 
e 9381 9380 77 998 
e 9381 14762 58 998 
e 9382 9381 34 998 
e 9383 2597 374 699 
e 9383 7344 121 942 
e 9383 9420 34 1000 
e 9384 262 672 730 
e 9384 268 242 1000 
e 9385 8148 227 995 
e 9386 13505 60 994 
e 9386 2599 40 1000 
e 9387 9965 111 1000 
e 9387 9390 43 982 
e 9388 9965 71 1000 
e 9389 10001 316 956 
e 9389 3520 118 1000 
e 9390 9387 43 1000 
e 9391 9402 20 1000 
e 9391 9392 27 999 
e 9391 9393 22 1000 
e 9392 9391 27 1000 
e 9392 9393 38 1000 
e 9393 2000 52 1000 
e 9393 9391 22 993 
e 9393 9392 38 992 
e 9394 9402 31 1000 
e 9394 9396 59 967 
e 9394 9395 98 964 
e 9395 9394 98 1000 
e 9396 9399 48 995 
e 9396 9394 59 1000 
e 9396 9397 91 995 
e 9397 9396 91 1000 
e 9398 9399 33 1000 
e 9399 9396 48 1000 
e 9399 9400 29 984 
e 9399 9398 33 994 
e 9400 9399 29 1000 
e 9400 4557 95 993 
e 9400 9401 51 1000 
e 9401 9400 51 999 
e 9402 9391 20 1000 
e 9402 9394 31 983 
e 9402 9403 120 962 
e 9403 9402 120 1000 
e 9404 11489 12 997 
e 9404 4718 26 998 
e 9404 11488 4 1000 
e 9405 9407 39 1000 
e 9405 9406 16 1000 
e 9405 11485 46 979 
e 9405 11482 44 981 
e 9406 11488 93 962 
e 9406 4718 117 956 
e 9406 9405 16 998 
e 9407 8284 10 1000 
e 9407 9405 39 981 
e 9408 2580 21 1000 
e 9408 9410 110 994 
e 9408 964 68 988 
e 9409 965 50 994 
e 9409 9410 99 1000 
e 9410 9411 74 994 
e 9412 9415 121 1000 
e 9412 970 143 993 
e 9413 9409 79 1000 
e 9413 9411 118 1000 
e 9414 9413 80 997 
e 9414 10873 134 1000 
e 9415 8729 7 1000 
e 9415 9412 121 971 
e 9415 7551 62 987 
e 9416 2930 15 999 
e 9417 2936 8 1000 
e 9417 2935 94 997 
e 9418 4547 33 1000 
e 9419 6979 43 1000 
e 9419 12116 95 1000 
e 9419 12117 92 1000 
e 9420 9383 34 987 
e 9420 8771 165 963 
e 9421 11098 247 966 
e 9422 3826 178 884 
